"GameID","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","SelectByHotkeys","AssignToHotkeys","UniqueHotkeys","MinimapAttacks","MinimapRightClicks","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","TotalMapExplored","WorkersMade","UniqueUnitsMade","ComplexUnitsMade","ComplexAbilityUsed","MaxTimeStamp"
1301,2,32,6,150,49.3854,0.002289466,0.00033918,6.06e-05,0,8.48e-05,0.00247117,63.6059,92.8039,2.9118,0.000181704,0.00092063,7.27e-05,0,0,82552
1302,4,19,16,900,96.2466,0.00121307,0.00023033,7.68e-05,0.000138198,0.000537436,0.003163196,27.4341,61.7476,5.4515,0.000199619,0.00078312,9.21e-05,0,0.00015355,65124
1309,6,18,28,700,142.3296,0.0102537,0.0005074,0.000105708,0,0.000274841,0.003065539,41.8889,62.869,5.4138,0.000443975,0.0013742,0.000105708,0,0,47300
1310,4,21,10,150,126.1386,0.002854198,0.000505431,4.96e-05,2.97e-05,0.00073337,0.003429002,24.4522,57.2601,6.5058,0.000267581,0.0012289,6.94e-05,0.000227939,0.00017839,100904
1312,2,24,6,300,71.9574,4.95e-05,7.43e-05,4.95e-05,0.0001485,0.000532126,0.003081378,46.8871,72.7068,4.4498,0.00027225,0.00053213,7.43e-05,0,2.48e-05,80808
1314,2,30,4,500,59.1138,0.001185958,0.000142315,3.56e-05,1.19e-05,0.000177894,0.002360057,72.3838,87.9196,4.2362,0.000189753,0.0006167,7.12e-05,0,0,84320
1318,4,21,6,175,73.0668,0.000942842,0.000170021,3.09e-05,0.000115923,6.96e-05,0.00268169,46.6705,76.1383,5.0432,0.000200934,0.00048688,8.5e-05,0,0,129396
1319,4,28,12,900,52.311,0.000806452,0.000268817,3.67e-05,7.94e-05,0.000274927,0.002303275,46.234,82.5995,4.1379,0.000177175,0.00033602,6.11e-05,0.000152737,0.00034213,163680
1325,4,27,8,250,109.821,0.003159607,0.000422324,4.69e-05,0.000250266,0.000250266,0.003581931,32.8421,55.0568,4.952,0.000344116,0.0016737,7.82e-05,0.000172058,0.00015642,63932
1333,6,19,28,800,161.4678,0.007944658,0.00020267,5.4e-05,1.35e-05,0.000391828,0.004337135,21.2125,47.8754,5.3364,0.000229692,0.0009593,6.76e-05,0,0,74012
1335,2,23,6,75,49.9362,0.001102523,0.000177826,0,4.74e-05,0,0.001387045,46.6552,118.3932,6.2735,0.000154116,0.00069945,7.11e-05,0,0,84352
1336,5,20,4,500,139.5132,0.004860478,0.000346526,6.38e-05,0,0.000465074,0.005134051,28.8185,43.2753,4.1066,0.000291811,0.0015502,6.38e-05,0,0,109660
1337,4,23,8,200,85.7502,0.002357352,0.000361956,9.28e-06,7.42e-05,0.000232023,0.002904926,64.3718,64.6518,5.2109,0.000296989,0.0016891,8.35e-05,0,0,107748
1338,1,22,6,700,43.3638,0.000330657,9.45e-05,3.15e-05,0.000125964,7.87e-05,0.001739883,154.8,123.2941,4.5339,0.000181074,0.00088962,7.87e-05,0,0,127020
1339,3,22,24,800,91.4178,0.001185002,0.00010612,5.31e-05,0,0,0.002741422,63.0649,81.0581,5.8581,0.000353732,0.00072515,8.84e-05,0,0,56540
1340,4,19,6,88,156.1278,0.004824633,0.000474332,5.42e-05,9.49e-05,0.00086735,0.004025045,37.2297,53.468,6.1145,0.000325256,0.0015179,8.13e-05,0.000203285,0.00016263,73788
1341,5,16,14,500,109.5582,0.00359987,0.000636633,9.26e-05,8.1e-05,0.000219928,0.003333642,31.9164,59.6667,5.2569,0.000254653,0.0013311,6.95e-05,0,0,86392
1344,5,29,6,1000,99.1416,0.001588592,0.000270923,4.93e-05,0.000197035,0.000394069,0.00293089,73.9072,70.2017,5.6513,0.000258608,0.0028939,8.62e-05,0,0,81204
1346,5,22,18,500,114.2598,0.003330624,0.000316127,7.9e-05,2.26e-05,0.000519351,0.003658041,49.2632,66.8148,4.929,0.000327417,0.0029806,9.03e-05,0,1.13e-05,88572
1347,1,28,4,40,53.55,0.000302297,8.24e-05,5.5e-05,0,0.000274816,0.001429043,73.9608,108.6154,6.8269,0.000302297,0.0013466,0.000109926,0,0,36388
1348,6,20,12,700,102.0174,0.002607562,0.000712251,8.45e-05,2.41e-05,6.04e-05,0.004635666,38.6214,54.6458,3.5286,0.000265585,0.0010744,6.04e-05,0,0,82836
1351,4,19,10,200,133.911,0.004849264,0.000350549,1.17e-05,0,0.000736153,0.003482122,42.6263,56.7114,6.0738,0.000327179,0.0013321,8.18e-05,8.18e-05,9.35e-05,85580
1352,6,18,28,1000,286.5528,0.020334245,0.000673387,0.000102028,0.000132637,0.001142717,0.00644819,21.5658,28.7342,5.2358,0.000377505,0.00151,8.16e-05,0.000153042,0.00079582,98012
1356,5,22,6,600,143.718,0.00142155,0.000313223,3.21e-05,0.000200784,0.000634477,0.005437227,21.5976,35.0192,4.4298,0.000345348,0.00089148,4.82e-05,0,7.23e-05,124512
1358,6,17,36,900,131.8242,0.004210724,0.000595561,5.22e-05,0.000313453,0.000480629,0.002967359,27.3357,65.7042,7.5,0.000292557,0.0013896,8.36e-05,0.000125381,0.00079408,95708
1361,5,19,4,350,168.9216,0.006014695,0.000593873,4.83e-05,7.6e-05,0.000448858,0.004198547,23.9539,46.3816,6.3849,0.000214071,0.0016918,4.83e-05,0.000676739,0.0015399,144812
1364,4,21,16,60,66.8184,0.001236053,0.000150331,6.68e-05,8.35e-05,0.00068484,0.002371885,61.9574,93.662,4.9437,0.000384179,0.0010189,0.000116924,0,0.00010022,59868
1365,2,19,24,450,58.6338,0.001476029,0.000196804,0,0,0.000314886,0.002046761,47.8447,92.8846,4.9135,0.000373927,0.00074785,0.000137763,0,0,50812
1366,1,20,14,200,96.7374,0.002277344,0.000246199,1.54e-05,0,0.000415461,0.002015757,57.3231,85.5267,8.2977,0.000261587,0.001031,7.69e-05,0,0,64988
1369,2,16,28,200,46.1016,0.000148129,2.12e-05,2.12e-05,0,4.23e-05,0.002264263,75.3585,104.2243,3.8131,0.000296259,0.00042323,8.46e-05,0,0,47256
1375,3,16,24,730,101.6082,0.006837904,0.000338424,6.07e-05,2.6e-05,0.000329747,0.003418952,64.2239,66.3046,3.7234,0.000277681,0.00053801,4.34e-05,0,0,115240
1379,5,22,28,250,124.026,0.001848789,0.000571665,3.65e-05,0,0.000218935,0.00355162,31.6701,56.4932,6.3562,0.000328403,0.0020677,0.000121631,0.000352729,0.00015812,82216
1380,2,21,10,400,68.6868,6.1e-05,0.00024417,9.16e-05,3.05e-05,0.000488341,0.001495544,6.6667,61.0612,8.7347,0.000305213,0.00073251,9.16e-05,0,0,32764
1382,3,22,10,600,71.2914,0.001147511,9e-05,4.5e-05,0.000168752,7.88e-05,0.003296283,44.6301,69.8976,3.6997,0.000258753,0.00059626,7.88e-05,0,0,88888
1383,6,19,20,800,112.5,0.003261463,0.000641376,0.00010917,6.82e-05,0.000272926,0.004066594,38.8552,51.7987,4.4161,0.000341157,0.0011736,9.55e-05,2.73e-05,1.36e-05,73280
1389,2,16,10,100,39.3804,0.000316616,9.5e-05,3.17e-05,0,0.000348278,0.001804711,101.0714,95.6491,4.0526,0.00060157,0.0012665,9.5e-05,0,0,31584
1390,5,20,24,900,148.6884,0.004390156,0.000283718,4.48e-05,0,0,0.002926771,17.7641,61.898,8.3061,0.000194123,0.00088102,5.97e-05,0,0.00047784,66968
1392,2,40,14,500,51.8358,0.000310853,0.000148025,5.92e-05,4.44e-05,8.88e-05,0.001968737,68.2424,97.2932,4.9398,0.000458879,0.00078453,4.44e-05,0,0,67556
1397,3,23,4,50,97.3866,0.00292644,0.00044409,5.69e-05,4.55e-05,0.000239125,0.003154179,33.3043,66.3538,5.2888,0.000204965,0.00097928,7.97e-05,0.000170804,0.00035299,87820
1399,5,21,28,750,126.4902,0.007533893,0.000405246,3.68e-05,3.68e-05,0.000184203,0.003665635,29.697,59.8995,4.4925,0.000257884,0.00088417,9.21e-05,0,0,54288
1402,5,21,12,730,104.3202,0.001593507,0.000400339,4.71e-05,0.000172695,0.001232416,0.003359709,44.0656,60.6075,5.9369,0.000188395,0.0019153,4.71e-05,0.000502386,0.0017898,127392
1403,5,18,14,365,143.574,0.002224771,0.000263761,0,0.000172018,0.00162844,0.003405963,24.1351,45.4141,7.3704,0.000309633,0.0018005,0.000103211,0.000275229,0.00017202,87200
1408,3,19,42,450,220.0692,0.013081841,0.000230179,6.39e-05,8.95e-05,6.39e-05,0.004245524,29.3897,42.5422,6.6747,0.00028133,0.0013555,8.95e-05,0.000179028,0.00067775,78200
1411,6,21,16,800,199.6008,0.018177362,0.00045954,5.11e-05,3.06e-05,0.000377844,0.004769005,30.2918,46.03,4.0835,0.00020424,0.00082717,9.19e-05,0,0.00023488,97924
1413,3,20,10,100,45.5952,0.000258119,9.39e-05,0,1.17e-05,9.39e-05,0.002393467,62.1084,91,3.7353,0.000152525,0.00065703,7.04e-05,0,9.39e-05,85232
1414,5,18,8,250,89.5218,0.003064676,0.000546809,3.81e-05,7.63e-05,0.000686691,0.003484321,32.4534,61.1241,4.1369,0.00025433,0.00053409,6.99e-05,3.81e-05,0.00017803,157276
1416,4,17,20,1200,105.9162,0.003336534,0.000492079,0,3.6e-05,7.2e-05,0.002808449,31.0558,67.1966,6.047,0.00025204,0.00085214,7.2e-05,0,0.00045607,83320
1417,4,20,20,650,102.7356,0.003450528,0.000211797,4.41e-05,3.53e-05,0.000467719,0.003679975,38.4519,52.0384,4.2374,0.000264746,0.00069717,7.94e-05,4.41e-05,0.0001412,113316
1422,5,20,8,700,104.3286,0.003012183,0.000436711,4.48e-05,0,0.000548688,0.003426498,48.1049,64.902,4.8954,0.000414315,0.0018812,8.96e-05,0.000279943,0.00021276,89304
1427,5,23,12,730,118.1706,0.00249951,0.000431288,4.9e-05,0.000117624,0.00122525,0.00416585,28.0755,51.2188,4.7835,0.000313664,0.00089198,9.8e-05,0.000107822,0.00039208,102020
1430,4,23,12,850,115.5006,0.00178816,0.000304368,5.07e-05,1.27e-05,0.000684827,0.00223203,30.3543,81.5909,8.892,0.000202912,0.0010526,7.61e-05,0,2.54e-05,78852
1431,4,18,14,400,186.3234,0.017874958,0.000332557,0.000124709,0.000207848,0.000332557,0.002618889,63.2,74.4127,6.6905,0.000394912,0.0010185,8.31e-05,0,0,48112
1433,2,18,8,26,94.5504,0.00114288,0.000110278,2.01e-05,3.01e-05,0.000681718,0.002636644,40.5191,71.9087,6.7871,0.000250632,0.0010025,6.02e-05,0.00019048,0.0014737,99748
1436,5,24,24,500,102.5556,0.001507111,0.000135369,9.02e-06,0,8.12e-05,0.003411306,48.2971,62.6772,5.4259,0.000198542,0.00060465,7.22e-05,0,0,110808
1439,6,22,24,1650,113.8248,0.002354852,0.000223305,6.09e-05,6.09e-05,0.000527812,0.004283394,40.4762,53.1943,4.3507,0.000406009,0.0021315,0.000101502,0,0,49260
1447,1,20,28,200,72.591,0.000176258,0.00019829,6.61e-05,0,0.000132194,0.003172645,17.9021,66.6111,4.2778,0.00019829,0.00048471,8.81e-05,0.000154226,2.2e-05,45388
1454,4,18,20,2000,191.3154,0.019918741,0.000664384,8.94e-05,1.28e-05,0.000127766,0.003385803,37.5303,57.2226,4.8113,0.000396075,0.0010477,0.00011499,0.000140543,0.0002172,78268
1455,5,21,20,500,154.0044,0.003442115,0.000202477,4.76e-05,1.19e-05,0.000226298,0.004323487,23.1602,42.7769,5.9256,0.00027394,0.0018699,7.15e-05,0.000500238,0.00052406,83960
1463,7,17,56,1600,202.0026,0.013069945,0.000815628,3.98e-05,0.0001492,0.000377974,0.006614546,20.0964,33.9368,3.7699,0.000248667,0.0011538,6.96e-05,0,0,100536
1464,6,22,8,1200,74.3238,0.002409424,0.000565173,3.72e-05,0.000118984,0.000208222,0.003547207,59.0756,60.1509,3.3983,0.000334642,0.00063954,6.69e-05,0.000163603,0.00018591,134472
1468,5,20,10,500,140.001,0.009300461,0.000601323,6.01e-05,1e-05,0.000280617,0.004008819,24.6015,51.59,4.445,0.000330728,0.00097214,8.02e-05,0.000501102,0.00032071,99780
1469,1,22,16,200,55.203,0.001085998,0.000236087,6.3e-05,0,0.000251826,0.002156258,74,114.0146,4.6277,0.000267565,0.00077122,7.87e-05,0.000157391,0.00037774,63536
1476,6,23,16,450,115.5252,0.003853325,0.000310752,0.000124301,0,0.000403978,0.003200746,40.1176,71.534,5.7379,0.000621504,0.00077688,0.000155376,0,3.11e-05,32180
1477,3,22,20,150,69.0534,1.24e-05,0.000123781,3.71e-05,0,0.000148537,0.002772689,33.5426,63.6607,4.6964,0.000284696,0.00074268,6.19e-05,0,0,80788
1478,2,17,12,500,88.986,0.001386788,0.000126072,6.3e-05,0,0.000798454,0.002332325,46.0727,93.3333,6.7568,0.000357203,0.0013658,0.00010506,0,0,47592
1479,4,22,20,400,167.4162,0.014205724,0.000177757,2.96e-05,0,0.00019257,0.003762517,51.6996,62,4.5079,0.000325887,0.0010221,0.000103691,0,0,67508
1482,4,20,14,700,156.1176,0.008435438,0.000329877,9.43e-05,0.000251335,0.000879673,0.003424442,23.871,61.8899,6.4128,0.000282752,0.0012096,7.85e-05,0.00020421,0.00089538,63660
1484,5,22,16,250,118.9908,0.002318315,0.000440984,8.82e-05,0,0.000705574,0.00381766,49.8543,54.7591,5.363,0.00027719,0.0020411,7.56e-05,0.000163794,0.00076857,79368
1486,4,23,30,2500,127.695,0.001379039,0.000116412,0,0.000376101,0.000349237,0.003546099,25.9241,48.3333,6.3131,0.000250734,0.00059102,4.48e-05,1.79e-05,6.27e-05,111672
1488,3,25,10,400,75.2358,0.001032018,0.000201369,2.52e-05,0,0.000629279,0.002064035,28.9383,91.4634,6.5,0.000251712,0.0017872,0.000125856,0,2.52e-05,39728
1491,3,22,6,40,121.6998,0.001469755,0.000212495,8.85e-05,3.54e-05,0.00033645,0.00327596,44.0652,50.2054,6.4595,0.000354158,0.00040728,7.08e-05,0,0,56472
1493,6,26,24,800,129.5334,0.01110156,0.000324975,2.1e-05,6.29e-05,0.000324975,0.002798977,27.3083,68.5993,4.9625,0.000167729,0.00096444,8.39e-05,8.39e-05,0.00017821,95392
1495,2,22,4,350,84.2604,0.000456417,0.000152139,3.58e-05,8.95e-06,0.000572758,0.003239664,23.4017,70.4199,4.9088,0.000187936,0.00087704,8.05e-05,5.37e-05,0.00012529,111740
1496,5,24,16,250,111.4068,0.002630646,0.000458146,0.000118231,0.000147789,0.00013301,0.003872074,36.8429,55.2672,4.7214,0.000251241,0.0010936,7.39e-05,0,0,67664
1498,4,19,12,700,106.524,0.001901572,0.000368962,0,7.1e-05,0.000922404,0.003746381,35.057,61.7273,4.7879,0.000227053,0.0009366,0.000127718,5.68e-05,0.00041153,70468
1502,4,18,8,50,74.8782,0.002648207,0.000340705,6.19e-05,0,0.000154866,0.002477854,31.5723,83.025,4.7562,0.000232299,0.00083628,9.29e-05,0,0.00044911,64572
1506,5,17,28,1000,158.7498,0.012107236,0.000522485,7.21e-05,0,0.000306284,0.002936725,45.3333,55.5337,6.0123,0.000306284,0.00084679,0.0001081,0,0.00016215,55504
1514,6,19,42,2500,147.96,0.002961772,0.000519073,7.12e-05,8.14e-05,0.000417294,0.006096568,23.8127,36.6077,3.975,0.000295159,0.0019338,9.16e-05,0.000101779,0.00030534,98252
1518,5,18,12,465,130.0014,0.002591998,0.00036507,9.13e-05,9.13e-05,0.000237296,0.003468166,16.6561,48.2737,6.2316,0.00036507,0.0019896,0.000109521,0.00031031,0.00012777,54784
1520,5,17,10,350,165.4494,0.003203767,0.000247805,5.31e-05,0.00046021,0.000849618,0.003717077,28.0957,43.1429,7.4333,0.000442509,0.0023718,0.000123903,0.000230105,0.0001239,56496
1521,3,20,10,300,123.8316,0.002460809,0.000148104,5.7e-05,2.28e-05,0.000660773,0.00375957,42.9787,57.903,5.5394,0.000273423,0.001276,9.11e-05,0.000421528,0.0011962,87776
1525,6,17,42,1000,106.5678,0.002615078,0.000388233,3.66e-05,0.000271031,0.000373583,0.003933605,34.8507,58.4283,4.378,0.000307656,0.00070321,6.59e-05,0,0,136516
1526,5,31,8,300,110.193,0.0025171,0.000341997,0.000109439,1.37e-05,0.000629275,0.002982216,38.0276,75.2477,6.1514,0.000300958,0.0022572,9.58e-05,0.000259918,0.00028728,73100
1530,4,16,14,400,92.1222,0.003468409,0.000491358,2.89e-05,0,0.000216776,0.003323892,48.4541,69.0435,4.2696,0.000404648,0.00093936,0.000130065,0.000158969,0,69196
1534,4,17,6,180,93.792,0.005138986,0.000321187,2.92e-05,2.92e-05,0.000291988,0.003825041,40.5538,60.5496,3.2519,0.000350385,0.0012555,0.000116795,0,0.00020439,34248
1535,4,23,10,300,139.1526,0.006806058,0.000168619,3.07e-05,1.53e-05,0.00044454,0.00354099,29.8609,55.7229,5.671,0.000260592,0.0022074,9.2e-05,0.000168619,0.00076645,65236
1537,6,23,2,600,98.8476,0.002927576,0.000415849,4.16e-05,9.15e-05,0.000207924,0.003859077,50.3758,57.819,4.1595,0.000249509,0.00072358,6.65e-05,0.000457434,8.32e-05,120236
1541,6,21,10,600,114.384,0.002398791,0.000240974,6.57e-05,0.000197161,0.00074483,0.003592709,21.5657,57.2317,5.4451,0.000251928,0.00097485,8.76e-05,0,0,91296
1542,4,20,10,500,124.6932,0.002129673,0.000266209,6.9e-05,0,0.001390204,0.002800126,26.6714,64.5634,8.1268,0.000276069,0.0012127,9.86e-05,0.000197192,0.00072961,101424
1543,4,20,12,500,111.9798,0.002496026,0.000347705,9.93e-05,8.69e-05,0.000161435,0.003874429,49.9678,59.3077,4.8974,0.000298033,0.0026823,6.21e-05,0.000583648,0.0014902,80528
1545,6,16,20,450,187.2972,0.001650933,0.000264573,2.12e-05,8.47e-05,0.000285738,0.004211997,25.7834,43.2161,7.6005,0.000211658,0.0028468,8.47e-05,0.000317487,0.00044448,94492
1551,5,19,10,400,124.7598,0.004386498,0.000303914,5.07e-05,0.000790177,0.000526785,0.004194019,42.0823,59.5845,4.7126,0.000263392,0.0013676,0.000101305,4.05e-05,0.0001317,98712
1552,4,17,10,730,101.8224,0.003857048,0.000482131,3.01e-05,0,4.52e-05,0.00424878,22.5053,49.078,3.7092,0.000316398,0.00088893,0.000105466,0,0.00010547,66372
1553,5,16,14,100,139.8594,0.002116147,0.000508947,0.000107147,0,0.000187507,0.003937641,38.0548,41.551,5.7279,0.0004018,0.00091075,0.000133933,0,0,37332
1555,6,19,16,365,208.7706,0.01001702,0.000443231,0.000124105,5.32e-05,0.000514148,0.005336501,27.0267,32.2259,5.3522,0.00046096,0.0017197,8.86e-05,0,0,56404
1559,6,18,20,800,277.3212,0.01322944,0.000525941,4.85e-05,1.62e-05,0.000703952,0.006958604,16.6938,24.6326,5.1895,0.000218468,0.0014888,8.09e-05,0.000145645,0.00019419,123588
1562,6,20,20,1000,149.13,0.003651627,0.000389853,7.8e-05,3.9e-05,0.000207922,0.004743217,32.2747,48.4493,4.9699,0.000259902,0.0011306,9.1e-05,0,9.1e-05,76952
1563,5,23,10,600,122.157,0.01059951,0.000290398,6.45e-05,1.61e-05,0.000145199,0.00272651,36,76.142,4.5444,0.000161332,0.0003872,0.000112932,0,3.23e-05,61984
1564,4,19,6,150,130.0584,0.006263101,0.000447968,1.69e-05,0,8.45e-06,0.004420515,45.3487,57.8126,4.2696,0.000219758,0.00096355,5.92e-05,0.00015214,5.07e-05,118312
1565,5,22,8,500,120.0012,0.003162202,0.000558036,0.000186012,0.000111607,0.000334821,0.003013393,40,51.8519,6.5556,0.000409226,0.0012277,0.00014881,0,3.72e-05,26880
1566,4,20,24,600,86.2686,0.001682048,0.000125017,2.27e-05,0.000227304,7.96e-05,0.003591399,53.5492,55.9494,3.9019,0.000238669,0.00077283,5.68e-05,0,0,87988
1568,5,21,6,200,143.6058,0.005499482,0.000668565,2.16e-05,0,8.63e-05,0.004723085,24.1835,43.653,4.4977,0.000258799,0.00079796,8.63e-05,0,8.63e-05,46368
1575,3,16,12,650,131.919,0.001699547,0.000399893,0,0.000344353,0.001088599,0.002843686,48.7059,52.2656,8.5469,0.000255487,0.0009553,7.78e-05,0.000322136,0.00029992,90024
1576,5,21,20,1200,126,0.005858733,0.000383282,3.65e-05,7.3e-05,0.000447162,0.003677678,53.5821,68.3176,4.8462,0.00030115,0.0014419,6.39e-05,3.65e-05,0.00010951,109580
1578,4,22,12,600,190.3122,0.021032505,0.000382409,8.37e-05,1.2e-05,0.000119503,0.003393881,50.3322,62.0141,4.2359,0.000286807,0.00080067,7.17e-05,9.56e-05,0.00052581,83680
1580,1,19,8,300,104.4486,0.003025141,0.000411184,5.87e-05,5.87e-05,0.000117481,0.001762218,24.4746,72.7333,9.6167,0.000323073,0.00061678,8.81e-05,0,2.94e-05,34048
1582,2,24,6,235,90.0018,0.005674506,0.000614251,7.31e-05,0,0.00014625,0.004109629,67.0143,59.331,2.79,0.000424125,0.00077513,8.78e-05,0,0,68376
1583,5,19,20,600,142.251,0.002955457,0.000443319,7.39e-05,0,0.000675533,0.005319823,27.1093,39.2937,4.4266,0.000337767,0.0013722,8.44e-05,0.000485539,0.00041165,94740
1588,3,17,10,150,72.1848,0.001459369,0.00018784,5.78e-05,8.67e-05,0.00017339,0.002485262,33.0058,70.3488,5.1802,0.000158941,0.00062132,8.67e-05,0,0,69208
1589,4,21,10,400,94.6278,0.000976476,0.0002276,2.94e-05,0,5.14e-05,0.003127661,44.1412,72.6667,5.5352,0.000286335,0.0011821,5.87e-05,0,1.47e-05,136204
1591,6,24,14,700,134.7282,0.004111175,0.000579039,0.00014476,5.79e-05,0.000810654,0.002634627,15.2889,49.6264,8.2088,0.000463231,0.0011002,0.00014476,0,0,34540
1595,3,24,6,400,62.2626,0.001590322,0.000293297,3.26e-05,7.17e-05,7.82e-05,0.003297964,86.297,75.9605,3.0771,0.000182496,0.00044972,5.21e-05,0,1.96e-05,153428
1599,4,19,12,500,97.8444,0.000617133,0.000114284,3.05e-05,0,0.000121903,0.002598056,32.3176,56.5161,6.1437,0.000236187,0.00043428,4.57e-05,0,0,131252
1603,1,16,12,100,61.5984,0.000885508,0.000124719,2.49e-05,0,0.000224495,0.002357196,49.4468,104.7407,4.4392,0.000199551,0.00061112,6.24e-05,0,0,80180
1604,1,25,24,300,43.4706,0.000170466,0.000194818,4.87e-05,0,0.000121761,0.002995324,61.2082,106.1138,2.7724,0.000194818,0.0007671,9.74e-05,0,0,82128
1605,5,20,10,500,182.1372,0.009212898,0.000575806,0.00020028,0.00015021,0.000275386,0.003730222,24.9459,48.7517,6.8255,0.000325456,0.00082616,0.00010014,0,0,39944
1606,5,21,20,600,89.0472,0.002335572,0.000581548,3.75e-05,6.57e-05,1.88e-05,0.00532773,31.3298,48.5423,2.7324,0.000225115,0.00051589,7.5e-05,4.69e-05,0.00017822,106612
1607,3,23,6,300,99.9426,0.002428103,0.000271191,5.68e-05,5.05e-05,6.31e-06,0.003380424,48.2991,73.0896,5.2631,0.000227043,0.00075681,6.31e-05,2.52e-05,0.00014506,158560
1609,4,17,28,450,141.6522,0.002045338,0.000543293,6.39e-05,0,0.000703085,0.003025396,31.4629,64.1972,8.331,0.000223709,0.0022158,7.46e-05,0,3.2e-05,93872
1611,2,20,10,75,127.8924,0.002239461,0.000424473,4.39e-05,1.46e-05,0.000124415,0.003527518,31.1185,57.7344,6.2822,0.000212237,0.00101,5.12e-05,0,0,136640
1615,4,16,20,800,74.8812,0.0011598,0.0005799,1.26e-05,8.82e-05,7.56e-05,0.003252483,60.4825,76.4186,4.0891,0.000189098,0.00068075,8.82e-05,0.000214311,0.00016388,79324
1616,6,24,24,400,138.8046,0.005112027,0.000785475,6.44e-05,0.000515066,0.000463559,0.003000258,30.8621,69.6137,7.5193,0.000321916,0.0012619,9.01e-05,0.00011589,0.00011589,77660
1620,3,18,4,200,81.708,0.00053286,0.000199822,4.44e-05,4.44e-05,0.00017762,0.003174956,33.2676,56.6434,4.7483,0.000244227,0.0008881,0.000111012,0,8.88e-05,45040
1621,4,18,8,500,116.0994,0.001300592,0.000163597,5.73e-05,7.36e-05,0.000572588,0.004760658,32.6885,53.5876,4.0447,0.000302654,0.0010961,6.54e-05,9e-05,0.00026993,122252
1623,5,21,10,730,138.0774,0.00478674,0.000455455,6.25e-05,3.57e-05,0.00017861,0.003813317,36.9484,52.815,5.9251,0.000205401,0.0010895,7.14e-05,0.000250054,0.0015718,111976
1624,3,28,42,1260,84.666,0.000737912,0.000374813,0.000117129,0.000128842,0.001546102,0.003162481,39.3606,63.9556,4.7704,0.000257684,0.00089018,9.37e-05,0,0,85376
1626,3,16,28,450,109.6626,0.004303123,0.000114242,0.000114242,0,0.00053313,0.002665651,32.5797,63.4286,6.0143,0.000571211,0.00095202,0.000190404,0,0,26260
1629,5,23,14,730,91.4838,0.00122331,0.000352165,3.09e-05,0.000691973,0.000488088,0.002971777,31.4,63.3347,5.6154,0.00018535,0.00057458,6.8e-05,0.000352165,0.00050662,161856
1634,1,18,4,50,82.6356,0.001949166,3.9e-05,3.9e-05,0,0,0.002611882,79.8788,84.0597,5.0896,0.000545766,0.0009356,0.000194917,0,0,25652
1640,4,16,24,600,107.0124,0.001059301,0.000257537,3.4e-05,4.86e-06,0.000170071,0.003654104,54.1891,56.5798,5.4907,0.000140916,0.00064141,3.89e-05,0.000276973,0.00022838,205796
1642,5,26,10,500,154.9242,0.0074716,0.000557384,0.000106168,0.000212337,0.000424674,0.00379552,30.4702,54.5594,6.0699,0.000345047,0.0019508,9.29e-05,0.000145982,5.31e-05,75352
1648,1,21,20,600,44.1438,0.000413367,0.000206683,5.44e-05,0,3.26e-05,0.002904447,62.8421,91.5955,2.7566,0.000184927,0.00047864,6.53e-05,0,0,91928
1649,6,22,10,730,86.3388,0.001710706,0.000342141,0.000105274,7.9e-05,0.000473734,0.003263501,28.1301,73,4.5081,0.000236867,0.00097379,0.000105274,0.000105274,2.63e-05,37996
1653,5,20,8,700,127.1574,0.003515518,0.000192255,9.61e-05,1.37e-05,0.000947542,0.003048613,46.7873,69.4054,6.6532,0.000233452,0.0026366,9.61e-05,0.000151057,0.00015106,72820
1655,6,20,30,1500,89.358,0.00220647,0.000429313,3.99e-05,9.98e-06,0.000638978,0.003494409,38.0172,66.1943,4.2686,0.000239617,0.00081869,7.99e-05,0,0.00014976,100160
1661,4,21,10,1000,100.4556,0.002011131,0.000432627,8.18e-05,0.000888639,0.000736635,0.002736074,25.5451,69.2479,6.2137,0.000210467,0.00084187,7.02e-05,0.000187082,0.00011693,85524
1663,6,20,6,730,130.2762,0.005141289,0.000692343,0.000128212,0,0.000243602,0.004256629,36.3625,45.0723,4.5904,0.000423099,0.00076927,0.000102569,0,0,77996
1664,5,18,24,800,91.8804,0.00396593,0.000692042,3.99e-05,0.000346021,0.00026617,0.003500133,39.4656,68.7757,3.7909,0.000346021,0.00091829,6.65e-05,0,0,75140
1665,6,17,24,1000,150.7794,0.005728062,0.000170987,6.84e-05,1.71e-05,0.000854935,0.002940975,32.7485,49.6279,7.657,0.000205184,0.0021715,0.000119691,8.55e-05,1.71e-05,58484
1666,4,22,8,300,70.4238,0.001103998,0.000143716,1.31e-05,0.000326627,0.000267834,0.003605958,54.8167,69.8188,3.2899,0.000150248,0.0005618,5.23e-05,0.000104521,7.19e-05,153080
1673,4,25,10,1200,76.3374,0.001273391,0.000153529,1.81e-05,0.000135467,0.000153529,0.003603425,34.5628,61.3033,3.6742,0.000207716,0.00065927,3.61e-05,0,0,110728
1676,3,24,4,150,60.7368,0.001979651,0.000241702,5.75e-05,2.3e-05,0.000368307,0.002808342,72.6914,95.0328,3.2582,0.000172644,0.00069058,5.75e-05,0,0,86884
